key,name,pos,team,bye,std,half_ppr,ppr,pass_tds,kick_40_49,kick_20_29,df_ints,pass_yds,rush_yds,rush_tds,kick_50,pass_ints,df_tds,kick_0_19,two_pts,df_safeties,df_sacks,df_fumbles,kick_extra_points,fumbles,df_points_allowed_per_game,receptions,reception_tds,reception_yds,kick_30_39
cousins_QB_LV,Kirk Cousins,QB,LV,,281,284,287,1.2,,,,214.0,2.2,0.0,,1.0,,,,,,,,0.1,,,,,
cowboys_DST_DAL,Cowboys,DST,DAL,,283,286,289,,,,0.5,,,,,,0.2,,,0.0,2.4,0.8,,0.8,27.4,,,,
cowing_WR_SF,Jacob Cowing,WR,SF,,284,287,290,,,,,,0.0,0.0,,,,,,,,,,,,1.0,0.0,16.0,
cuevas_TE_BAL,Josh Cuevas,TE,BAL,,287,290,293,,,,,,,,,,,,,,,,,0.0,,0.5,0.1,6.6,
dallas_RB_MIN,DeeJay Dallas,RB,MIN,,292,295,298,,,,,,14.3,0.0,,,,,,,,,,0.0,,0.8,0.0,5.8,
dalton_QB_PHI,Andy Dalton,QB,PHI,,294,297,300,0.1,,,,9.0,1.4,0.0,,0.0,,,,,,,,0.1,,,,,
daniels_QB_TB,Jalon Daniels,QB,TB,,295,298,301,0.0,,,,5.8,0.5,0.0,,0.0,,,,,,,,0.0,,,,,
darnold_QB_SEA,Sam Darnold,QB,SEA,,297,300,303,1.8,,,,238.0,7.4,0.0,,0.8,,,,,,,,0.3,,,,,
davis_RB_BUF,Ray Davis,RB,BUF,,299,302,305,,,,,,8.1,0.0,,,,,,,,,,0.0,,0.0,0.0,1.6,
davis_RB_NYJ,Isaiah Davis,RB,NYJ,,301,304,307,,,,,,10.7,0.1,,,,,,,,,,0.0,,0.4,0.0,3.7,
delp_TE_NO,Oscar Delp,TE,NO,,310,313,316,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.4,0.0,4.9,
demercado_RB_DAL,Emari Demercado,RB,DAL,,312,315,318,,,,,,20.0,0.0,,,,,,,,,,0.1,,0.8,0.0,4.2,
devito_QB_NE,Tommy DeVito,QB,NE,,313,316,319,0.0,,,,9.2,1.1,0.0,,0.0,,,,,,,,0.0,,,,,
dicker_K_LAC,Cameron Dicker,K,LAC,,314,317,320,,0.5,0.3,,,,,0.3,,,0.0,,,,,2.0,,,,,,0.5
dike_WR_TEN,Chimere Dike,WR,TEN,,316,319,322,,,,,,0.6,0.0,,,,,,,,,,0.2,,1.3,0.2,14.2,
dillon_RB_CAR,AJ Dillon,RB,CAR,,317,320,323,,,,,,23.7,0.1,,,,,,,,,,0.2,,0.7,0.0,6.0,
dobbins_RB_DEN,J.K. Dobbins,RB,DEN,,322,325,328,,,,,,60.9,0.3,,,,,,,,,,0.1,,0.8,0.0,3.2,
dobbs_QB_DET,Joshua Dobbs,QB,DET,,323,326,329,0.1,,,,10.9,0.5,0.0,,0.0,,,,,,,,0.0,,,,,
dolphins_DST_MIA,Dolphins,DST,MIA,,325,328,331,,,,0.6,,,,,,0.1,,,0.0,2.8,0.6,,0.6,31.6,,,,
doubs_WR_NE,Romeo Doubs,WR,NE,,330,333,336,,,,,,0.0,0.0,,,,,,,,,,0.0,,3.8,0.2,52.8,
douglas_WR_NE,Demario Douglas,WR,NE,,332,335,338,,,,,,0.8,0.0,,,,,,,,,,0.0,,2.9,0.2,33.1,
dulcich_TE_MIA,Greg Dulcich,TE,MIA,,336,339,342,,,,,,,,,,,,,,,,,0.1,,3.1,0.1,30.2,
durham_TE_TB,Payne Durham,TE,TB,,338,341,344,,,,,,,,,,,,,,,,,0.0,,0.5,0.1,5.0,
eagles_DST_PHI,Eagles,DST,PHI,,341,344,347,,,,0.8,,,,,,0.0,,,0.0,2.6,0.8,,0.8,8.9,,,,
elliott_K_PHI,Jake Elliott,K,PHI,,348,351,354,,0.8,0.3,,,,,0.1,,,0.0,,,,,2.6,,,,,,0.6
endries_TE_CIN,Jack Endries,TE,CIN,,349,352,355,,,,,,,,,,,,,,,,,0.0,,0.7,0.0,7.0,
engram_TE_DEN,Evan Engram,TE,DEN,,350,353,356,,,,,,,,,,,,,,,,,0.0,,3.1,0.2,27.2,
ers_DST_SF,49ers,DST,SF,,351,354,357,,,,0.6,,,,,,0.1,,,0.0,2.6,0.6,,0.6,19.3,,,,
ertz_TE_PHI,Zach Ertz,TE,PHI,,352,355,358,,,,,,,,,,,,,,,,,0.0,,2.2,0.2,23.8,
estime_RB_NO,Audric Estime,RB,NO,,356,359,362,,,,,,6.0,0.0,,,,,,,,,,0.0,,0.2,0.0,1.6,
evans_TE_CAR,Mitchell Evans,TE,CAR,,359,362,365,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.0,0.0,7.2,
ewers_QB_JAX,Quinn Ewers,QB,JAX,,361,364,367,0.1,,,,8.7,1.1,0.0,,0.0,,,,,,,,0.0,,,,,
fairbairn_K_HOU,Ka'imi Fairbairn,K,HOU,,364,367,370,,0.7,0.5,,,,,0.4,,,0.0,,,,,2.2,,,,,,0.6
falcons_DST_ATL,Falcons,DST,ATL,,366,369,372,,,,0.8,,,,,,0.0,,,0.0,2.5,0.3,,0.3,15.0,,,,
fannin_TE_CLE,Harold Fannin Jr.,TE,CLE,,367,370,373,,,,,,,,,,,,,,,,,0.1,,4.2,0.4,44.5,
fant_TE_NO,Noah Fant,TE,NO,,370,373,376,,,,,,,,,,,,,,,,,0.1,,2.8,0.2,26.9,
farrell_TE_SF,Luke Farrell,TE,SF,,371,374,377,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.7,0.0,4.6,
ferguson_TE_DAL,Jake Ferguson,TE,DAL,,375,378,381,,,,,,0.0,0.0,,,,,,,,,,0.1,,4.0,0.2,31.4,
ferguson_TE_LAR,Terrance Ferguson,TE,LAR,,376,379,382,,,,,,,,,,,,,,,,,0.0,,3.1,0.4,41.5,
fidone_TE_NYG,Thomas Fidone II,TE,NYG,,377,380,383,,,,,,,,,,,,,,,,,0.0,,0.6,0.0,5.6,
fields_QB_KC,Justin Fields,QB,KC,,378,381,384,0.1,,,,11.1,1.5,0.0,,0.0,,,,,,,,0.0,,,,,
fields_WR_NYG,Malachi Fields,WR,NYG,,380,383,386,,,,,,0.4,0.0,,,,,,,,,,0.1,,2.6,0.2,34.2,
fitzgerald_K_CAR,Ryan Fitzgerald,K,CAR,,383,386,389,,0.8,0.4,,,,,0.0,,,0.0,,,,,2.1,,,,,,0.5
flacco_QB_CIN,Joe Flacco,QB,CIN,,385,388,391,0.1,,,,9.9,0.9,0.0,,0.0,,,,,,,,0.0,,,,,
flournoy_WR_DAL,Ryan Flournoy,WR,DAL,,388,391,394,,,,,,1.1,0.0,,,,,,,,,,0.0,,2.4,0.0,27.2,
folk_K_ATL,Nick Folk,K,ATL,,389,392,395,,0.8,0.3,,,,,0.2,,,0.0,,,,,2.0,,,,,,0.4
freiermuth_TE_PIT,Pat Freiermuth,TE,PIT,,397,400,403,,,,,,0.0,0.0,,,,,,,,,,0.0,,3.5,0.2,33.6,
gadsden_TE_LAC,Oronde Gadsden II,TE,LAC,,399,402,405,,,,,,0.0,0.0,,,,,,,,,,0.1,,3.0,0.2,37.4,
gay_K_LV,Matt Gay,K,LV,,403,406,409,,0.7,0.3,,,,,0.1,,,0.0,,,,,2.0,,,,,,0.4
gesicki_TE_CIN,Mike Gesicki,TE,CIN,,404,407,410,,,,,,,,,,,,,,,,,0.0,,3.0,0.2,38.1,
giants_DST_NYG,N.Y. Giants,DST,NYG,,405,408,411,,,,0.5,,,,,,0.2,,,0.0,2.6,0.8,,0.8,18.5,,,,
giddens_RB_IND,DJ Giddens,RB,IND,,407,410,413,,,,,,7.2,0.0,,,,,,,,,,0.0,,0.1,0.0,0.5,
gordon_RB_MIA,Ollie Gordon II,RB,MIA,,414,417,420,,,,,,11.5,0.1,,,,,,,,,,0.0,,0.2,0.0,0.8,
granson_TE_TEN,Kylen Granson,TE,TEN,,421,424,427,,,,,,,,,,,,,,,,,0.0,,0.6,0.0,5.2,
gray_TE_KC,Noah Gray,TE,KC,,423,426,429,,,,,,,,,,,,,,,,,0.0,,1.1,0.1,9.9,
haener_QB_NYG,Jake Haener,QB,NYG,,434,437,440,0.1,,,,7.9,1.2,0.0,,0.0,,,,,,,,0.0,,,,,
harris_RB_NYG,Najee Harris,RB,NYG,,439,442,445,,,,,,16.3,0.1,,,,,,,,,,0.0,,0.5,0.0,4.3,
harris_WR_LAC,Tre Harris,WR,LAC,,440,443,446,,,,,,0.2,0.0,,,,,,,,,,0.0,,2.4,0.0,30.4,
harvey_RB_DEN,RJ Harvey,RB,DEN,,442,445,448,,,,,,21.6,0.2,,,,,,,,,,0.0,,2.3,0.2,16.9,
hawes_TE_BUF,Jackson Hawes,TE,BUF,,446,449,452,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.3,0.0,4.7,
heidenreich_RB_PIT,Eli Heidenreich,RB,PIT,,448,451,454,,,,,,29.7,0.1,,,,,,,,,,0.1,,1.6,0.0,12.0,
helm_TE_TEN,Gunnar Helm,TE,TEN,,449,452,455,,,,,,0.0,0.0,,,,,,,,,,0.0,,3.4,0.1,27.5,
henry_TE_NE,Hunter Henry,TE,NE,,452,455,458,,,,,,,,,,,,,,,,,0.0,,3.9,0.3,46.5,
herman_RB_MIA,DJ Herman,RB,MIA,,455,458,461,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.4,0.0,18.4,
heyward_RB_LV,Connor Heyward,RB,LV,,456,459,462,,,,,,2.0,0.0,,,,,,,,,,0.0,,0.4,0.0,4.0,
hibner_TE_BAL,Matthew Hibner,TE,BAL,,458,461,464,,,,,,,,,,,,,,,,,0.0,,1.3,0.1,15.5,
higbee_TE_LAR,Tyler Higbee,TE,LAR,,460,463,466,,,,,,0.0,0.0,,,,,,,,,,0.1,,0.6,0.0,9.6,
higgins_TE_ARI,Elijah Higgins,TE,ARI,,461,464,467,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.2,0.0,7.8,
hill_RB_BAL,Justice Hill,RB,BAL,,463,466,469,,,,,,18.4,0.1,,,,,,,,,,0.0,,1.5,0.1,12.7,
hockenson_TE_MIN,T.J. Hockenson,TE,MIN,,468,471,474,,,,,,,,,,,,,,,,,0.0,,3.3,0.2,32.6,
holani_RB_SEA,George Holani,RB,SEA,,471,474,477,,,,,,15.7,0.1,,,,,,,,,,0.1,,0.4,0.0,2.9,
hollins_WR_NE,Mack Hollins,WR,NE,,474,477,480,,,,,,0.0,0.0,,,,,,,,,,0.0,,3.2,0.1,43.0,
hooper_TE_ATL,Austin Hooper,TE,ATL,,477,480,483,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.2,0.0,10.2,
horton_WR_SEA,Tory Horton,WR,SEA,,482,485,488,,,,,,0.2,0.0,,,,,,,,,,0.0,,0.8,0.1,13.0,
howell_QB_DAL,Sam Howell,QB,DAL,,485,488,491,0.1,,,,9.0,0.7,0.0,,0.0,,,,,,,,0.0,,,,,
"hunter_WR, CB_JAX",Travis Hunter,"WR, CB",JAX,,492,495,498,,,,,,2.0,0.0,,,,,,,,,,,,1.0,0.0,14.0,
huntley_QB_BAL,Tyler Huntley,QB,BAL,,494,497,500,0.1,,,,9.1,1.7,0.0,,0.0,,,,,,,,0.0,,,,,
hurst_WR_TB,Ted Hurst,WR,TB,,496,499,502,,,,,,0.6,0.0,,,,,,,,,,0.0,,1.8,0.1,23.1,
hutchinson_WR_HOU,Xavier Hutchinson,WR,HOU,,497,500,503,,,,,,0.7,0.0,,,,,,,,,,0.0,,3.1,0.2,40.2,
ingold_RB_LAC,Alec Ingold,RB,LAC,,499,502,505,,,,,,0.6,0.0,,,,,,,,,,0.0,,0.6,0.0,3.0,
jackson_QB_BAL,Lamar Jackson,QB,BAL,,504,507,510,2.0,,,,238.0,39.4,0.1,,0.8,,,,,,,,0.3,,,,,
jaguars_DST_JAX,Jaguars,DST,JAX,,510,513,516,,,,0.9,,,,,,0.1,,,0.0,3.0,0.4,,0.3,10.4,,,,
james_RB_SF,Jordan James,RB,SF,,511,514,517,,,,,,5.0,0.0,,,,,,,,,,0.0,,0.1,0.0,1.1,
jenkins_TE_PHI,E.J. Jenkins,TE,PHI,,514,517,520,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.1,0.0,9.8,
jennings_WR_MIN,Jauan Jennings,WR,MIN,,516,519,522,,,,,,0.0,0.0,,,,,,,,,,0.0,,2.8,0.3,34.8,
jets_DST_NYJ,N.Y. Jets,DST,NYJ,,518,521,524,,,,0.7,,,,,,0.1,,,0.0,2.0,0.8,,0.8,18.6,,,,
johnson_RB_BUF,Ty Johnson,RB,BUF,,522,525,528,,,,,,8.4,0.0,,,,,,,,,,0.0,,0.8,0.0,9.4,
johnson_RB_CHI,Roschon Johnson,RB,CHI,,524,527,530,,,,,,4.7,0.1,,,,,,,,,,0.0,,0.1,0.0,0.8,
johnson_RB_GB,Kaleb Johnson,RB,GB,,525,528,531,,,,,,39.4,0.1,,,,,,,,,,0.0,,0.6,0.0,3.2,
johnson_RB_KC,Emmett Johnson,RB,KC,,527,530,533,,,,,,27.3,0.2,,,,,,,,,,0.1,,1.0,0.1,10.0,
johnson_TE_NO,Juwan Johnson,TE,NO,,531,534,537,,,,,,,,,,,,,,,,,0.1,,4.2,0.3,56.1,
johnson_TE_NYG,Theo Johnson,TE,NYG,,532,535,538,,,,,,,,,,,,,,,,,0.0,,1.3,0.2,15.4,
joly_TE_MIA,Justin Joly,TE,MIA,,539,542,545,,,,,,,,,,,,,,,,,0.0,,0.5,0.0,4.8,
jones_QB_IND,Daniel Jones,QB,IND,,541,544,547,1.2,,,,209.5,11.0,0.0,,1.0,,,,,,,,0.1,,,,,
jones_QB_SF,Mac Jones,QB,SF,,542,545,548,0.1,,,,11.1,1.2,0.0,,0.0,,,,,,,,0.0,,,,,
juszczyk_RB_SF,Kyle Juszczyk,RB,SF,,551,554,557,,,,,,0.1,0.0,,,,,,,,,,0.0,,2.1,0.2,20.8,
kacmarek_TE_MIA,Will Kacmarek,TE,MIA,,552,555,558,,,,,,,,,,,,,,,,,0.0,,1.1,0.1,10.2,
kaliakmanis_QB_WSH,Athan Kaliakmanis,QB,WSH,,553,556,559,0.0,,,,4.6,0.6,0.0,,0.0,,,,,,,,0.0,,,,,
kamara_RB_NO,Alvin Kamara,RB,NO,,556,559,562,,,,,,22.3,0.1,,,,,,,,,,0.0,,2.5,0.0,15.4,
keenum_QB_CHI,Case Keenum,QB,CHI,,559,562,565,1.1,,,,213.0,10.7,0.0,,0.8,,,,,,,,0.1,,,,,
kieft_TE_TB,Ko Kieft,TE,TB,,562,565,568,,,,,,,,,,,,,,,,,0.0,,0.4,0.0,3.9,
kiner_RB_NE,Corey Kiner,RB,NE,,564,567,570,,,,,,7.0,0.0,,,,,,,,,,0.0,,0.1,0.0,0.9,
kittle_TE_SF,George Kittle,TE,SF,,570,573,576,,,,,,0.0,0.0,,,,,,,,,,0.0,,4.5,0.2,60.4,
klare_TE_LAR,Max Klare,TE,LAR,,571,574,577,,,,,,,,,,,,,,,,,0.0,,0.6,0.0,6.2,
klein_TE_HOU,Marlin Klein,TE,HOU,,572,575,578,,,,,,0.0,0.0,,,,,,,,,,0.1,,1.2,0.0,14.2,
klubnik_QB_NYJ,Cade Klubnik,QB,NYJ,,573,576,579,0.1,,,,5.7,0.6,0.0,,0.0,,,,,,,,0.0,,,,,
kmet_TE_CHI,Cole Kmet,TE,CHI,,574,577,580,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.5,0.0,12.6,
knight_RB_ARI,Zonovan Knight,RB,ARI,,575,578,581,,,,,,5.7,0.1,,,,,,,,,,0.0,,0.2,0.0,1.2,
knox_TE_BUF,Dawson Knox,TE,BUF,,576,579,582,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.4,0.2,18.2,
koziol_TE_JAX,Tanner Koziol,TE,JAX,,578,581,584,,,,,,,,,,,,,,,,,0.0,,0.6,0.1,6.1,
lance_WR_NO,Bryce Lance,WR,NO,,586,588,591,,,,,,0.2,0.0,,,,,,,,,,0.1,,2.6,0.1,32.0,
latu_TE_NE,Cameron Latu,TE,NE,,593,595,598,,,,,,,,,,,,,,,,,0.0,,0.2,0.0,2.4,
legette_WR_CAR,Xavier Legette,WR,CAR,,597,599,602,,,,,,0.3,0.0,,,,,,,,,,0.0,,1.8,0.1,20.7,
lions_DST_DET,Lions,DST,DET,,603,605,608,,,,0.9,,,,,,0.2,,,0.0,3.9,0.7,,0.7,22.3,,,,
little_K_JAX,Cam Little,K,JAX,,604,606,609,,0.8,0.3,,,,,0.2,,,0.0,,,,,2.4,,,,,,0.4
lock_QB_SEA,Drew Lock,QB,SEA,,605,607,610,0.2,,,,24.9,0.9,0.0,,0.1,,,,,,,,0.0,,,,,
london_WR_ATL,Drake London,WR,ATL,,608,610,613,,,,,,0.6,0.0,,,,,,,,,,0.0,,5.6,0.2,69.1,
long_TE_ARI,Hunter Long,TE,ARI,,609,611,614,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.4,0.0,4.6,
loop_K_BAL,Tyler Loop,K,BAL,,611,613,616,,0.8,0.5,,,,,0.0,,,0.0,,,,,3.0,,,,,,0.5
luepke_RB_DAL,Hunter Luepke,RB,DAL,,614,615,618,,,,,,3.6,0.0,,,,,,,,,,0.0,,0.7,0.0,3.6,
lutz_K_DEN,Wil Lutz,K,DEN,,615,616,619,,0.7,0.5,,,,,0.1,,,0.0,,,,,2.1,,,,,,0.6
manhertz_TE_NYG,Chris Manhertz,TE,NYG,,619,620,623,,,,,,,,,,,,,,,,,0.0,,0.4,0.1,4.2,
mariota_QB_WSH,Marcus Mariota,QB,WSH,,620,621,624,1.0,,,,192.0,30.0,0.0,,1.0,,,,,,,,0.1,,,,,
mayer_TE_LV,Michael Mayer,TE,LV,,629,630,633,,,,,,,,,,,,,,,,,0.0,,2.8,0.1,22.3,
mccord_QB_MIA,Kyle McCord,QB,MIA,,632,633,636,0.0,,,,5.1,0.4,0.0,,0.0,,,,,,,,0.0,,,,,
mcgowan_RB_IND,Seth McGowan,RB,IND,,636,637,640,,,,,,7.1,0.1,,,,,,,,,,0.0,,0.2,0.0,1.3,
mclaughlin_K_TB,Chase McLaughlin,K,TB,,640,641,644,,0.8,0.5,,,,,0.2,,,0.0,,,,,2.0,,,,,,0.7
mclaughlin_RB_CLE,Jaleel McLaughlin,RB,CLE,,641,642,645,,,,,,9.0,0.0,,,,,,,,,,0.0,,0.1,0.0,0.5,
mcpherson_K_CIN,Evan McPherson,K,CIN,,645,646,649,,0.8,0.4,,,,,0.2,,,0.0,,,,,2.0,,,,,,0.5
mendoza_QB_LV,Fernando Mendoza,QB,LV,,650,651,654,0.0,,,,5.8,0.5,0.0,,0.0,,,,,,,,0.0,,,,,
metchie_WR_CAR,John Metchie III,WR,CAR,,652,653,656,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,2.0,
mevis_K_LAR,Harrison Mevis,K,LAR,,654,655,658,,0.8,0.3,,,,,0.1,,,0.0,,,,,2.2,,,,,,0.4
meyers_WR_JAX,Jakobi Meyers,WR,JAX,,655,656,659,,,,,,1.0,0.0,,,,,,,,,,0.0,,3.7,0.3,41.8,
miller_RB_NO,Kendre Miller,RB,NO,,657,658,661,,,,,,5.8,0.1,,,,,,,,,,0.0,,0.0,0.0,0.3,
miller_WR_MIA,Ryan Miller,WR,MIA,,659,660,663,,,,,,0.0,0.0,,,,,,,,,,,,1.0,0.0,19.0,
mills_QB_HOU,Davis Mills,QB,HOU,,662,663,666,0.1,,,,10.5,1.1,0.0,,0.0,,,,,,,,0.0,,,,,
minshew_QB_ARI,Gardner Minshew,QB,ARI,,669,670,673,0.1,,,,8.7,0.9,0.0,,0.0,,,,,,,,0.0,,,,,
mitchell_RB_LAC,Keaton Mitchell,RB,LAC,,672,673,676,,,,,,25.6,0.0,,,,,,,,,,0.0,,0.8,0.0,6.8,
mitchell_WR_NYJ,Adonai Mitchell,WR,NYJ,,674,675,678,,,,,,-0.1,0.0,,,,,,,,,,0.1,,3.1,0.2,45.9,
monangai_RB_CHI,Kyle Monangai,RB,CHI,,677,678,681,,,,,,45.6,0.1,,,,,,,,,,0.1,,1.6,0.0,12.1,
mooney_WR_NYG,Darnell Mooney,WR,NYG,,682,683,686,,,,,,0.5,0.0,,,,,,,,,,0.0,,2.2,0.0,31.4,
moore_WR_GB,Skyy Moore,WR,GB,,687,688,691,,,,,,0.0,0.0,,,,,,,,,,,,2.0,0.0,24.0,
moreau_TE_HOU,Foster Moreau,TE,HOU,,692,693,696,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.8,0.0,11.4,
morris_TE_JAX,Quintin Morris,TE,JAX,,694,695,698,,,,,,0.0,0.0,,,,,,,,,,,,1.0,0.0,6.0,
mumpfield_WR_LAR,Konata Mumpfield,WR,LAR,,699,700,703,,,,,,0.0,0.0,,,,,,,,,,,,2.0,0.0,21.0,
mundt_TE_PHI,Johnny Mundt,TE,PHI,,701,702,705,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.6,0.0,14.1,
myarick_TE_LV,Chris Myarick,TE,LV,,706,707,710,,,,,,,,,,,,,,,,,0.0,,0.6,0.0,5.4,
myers_K_SEA,Jason Myers,K,SEA,,708,709,712,,0.5,0.4,,,,,0.3,,,0.0,,,,,2.8,,,,,,0.7
nailor_WR_LV,Jalen Nailor,WR,LV,,709,710,713,,,,,,0.3,0.0,,,,,,,,,,0.0,,1.8,0.2,22.0,
noel_WR_HOU,Jaylin Noel,WR,HOU,,718,719,722,,,,,,2.2,0.0,,,,,,,,,,0.0,,2.8,0.1,39.2,
nwangwu_RB_NYJ,Kene Nwangwu,RB,NYJ,,719,720,723,,,,,,8.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.2,
ogletree_TE_IND,Andrew Ogletree,TE,IND,,722,723,726,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.2,0.0,3.7,
oliver_TE_MIN,Josh Oliver,TE,MIN,,728,729,732,,,,,,,,,,,,,,,,,0.0,,1.4,0.2,17.6,
otton_TE_TB,Cade Otton,TE,TB,,732,733,736,,,,,,0.0,0.0,,,,,,,,,,0.0,,3.3,0.1,33.4,
packers_DST_GB,Packers,DST,GB,,736,737,740,,,,0.9,,,,,,0.1,,,0.0,2.2,0.4,,0.3,9.8,,,,
palmer_WR_BUF,Josh Palmer,WR,BUF,,738,739,742,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.7,0.3,29.9,
panthers_DST_CAR,Panthers,DST,CAR,,741,742,745,,,,1.0,,,,,,0.2,,,0.0,3.9,0.7,,0.7,20.2,,,,
parkinson_TE_LAR,Colby Parkinson,TE,LAR,,743,744,747,,,,,,0.0,0.0,,,,,,,,,,0.0,,2.1,0.1,21.0,
patriots_DST_NE,Patriots,DST,NE,,746,747,750,,,,0.8,,,,,,0.1,,,0.0,2.2,0.3,,0.3,12.7,,,,
patterson_K_MIA,Riley Patterson,K,MIA,,747,748,751,,0.8,0.4,,,,,0.0,,,0.0,,,,,1.3,,,,,,0.4
penix_QB_ATL,Michael Penix Jr.,QB,ATL,,750,751,754,1.1,,,,214.0,7.2,0.0,,0.9,,,,,,,,0.2,,,,,
perine_RB_CIN,Samaje Perine,RB,CIN,,751,752,755,,,,,,20.6,0.1,,,,,,,,,,0.1,,1.0,0.0,9.0,
pickens_WR_DAL,George Pickens,WR,DAL,,754,755,758,,,,,,-0.0,0.0,,,,,,,,,,0.0,,5.2,0.2,68.7,
pickett_QB_CAR,Kenny Pickett,QB,CAR,,755,756,759,0.1,,,,8.2,1.2,0.0,,0.0,,,,,,,,0.0,,,,,
pineiro_K_SF,Eddy Pineiro,K,SF,,759,760,763,,0.6,0.5,,,,,0.3,,,0.0,,,,,2.9,,,,,,0.5
prentice_RB_DEN,Adam Prentice,RB,DEN,,764,765,768,,,,,,1.0,0.0,,,,,,,,,,,,0.0,0.0,2.0,
prescott_QB_DAL,Dak Prescott,QB,DAL,,765,766,769,2.0,,,,247.5,12.9,0.0,,0.8,,,,,,,,0.1,,,,,
purdy_QB_SF,Brock Purdy,QB,SF,,774,775,778,2.0,,,,267.5,22.0,0.2,,0.8,,,,,,,,0.2,,,,,
raiders_DST_LV,Raiders,DST,LV,,776,777,780,,,,0.8,,,,,,0.1,,,0.0,3.5,1.0,,0.9,13.8,,,,
raridon_TE_NE,Eli Raridon,TE,NE,,778,779,782,,,,,,,,,,,,,,,,,0.0,,1.9,0.2,21.6,
rattler_QB_NO,Spencer Rattler,QB,NO,,779,780,783,0.1,,,,10.9,0.8,0.0,,0.0,,,,,,,,0.0,,,,,
ravens_DST_BAL,Ravens,DST,BAL,,780,781,784,,,,0.8,,,,,,0.1,,,0.0,1.9,0.4,,0.3,13.6,,,,
raymond_WR_CHI,Kalif Raymond,WR,CHI,,781,782,785,,,,,,0.6,0.0,,,,,,,,,,0.0,,2.4,0.1,25.8,
redman_TE_GB,Mark Redman,TE,GB,,783,784,787,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,2.0,
reichard_K_MIN,Will Reichard,K,MIN,,786,787,790,,0.8,0.4,,,,,0.2,,,0.0,,,,,2.2,,,,,,0.7
rice_WR_KC,Rashee Rice,WR,KC,,795,796,799,,,,,,1.2,0.0,,,,,,,,,,0.0,,4.8,0.4,57.6,
richardson_QB_IND,Anthony Richardson,QB,IND,,797,798,801,0.1,,,,8.2,1.0,0.0,,0.0,,,,,,,,0.0,,,,,
robinson_WR_TEN,Wan'Dale Robinson,WR,TEN,,808,808,811,,,,,,0.7,0.0,,,,,,,,,,0.0,,4.4,0.1,39.7,
rodgers_QB_PIT,Aaron Rodgers,QB,PIT,,809,809,812,1.1,,,,207.5,5.2,0.0,,0.8,,,,,,,,0.2,,,,,
rodriguez_RB_JAX,Chris Rodriguez Jr.,RB,JAX,,810,810,813,,,,,,29.4,0.2,,,,,,,,,,0.0,,0.0,0.0,1.4,
roush_TE_CHI,Sam Roush,TE,CHI,,813,813,816,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.2,0.0,4.8,
royals_WR_KC,Jalen Royals,WR,KC,,815,815,818,,,,,,0.2,0.0,,,,,,,,,,0.0,,1.3,0.1,13.0,
rucci_TE_LAC,Hayden Rucci,TE,LAC,,817,817,820,,,,,,,,,,,,,,,,,0.0,,1.0,0.1,10.6,
ruckert_TE_NYJ,Jeremy Ruckert,TE,NYJ,,819,819,822,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.8,0.0,13.6,
rudolph_QB_PIT,Mason Rudolph,QB,PIT,,820,820,823,0.1,,,,8.2,1.0,0.0,,0.0,,,,,,,,0.0,,,,,
russell_RB_SEA,Brady Russell,RB,SEA,,823,823,826,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.3,0.0,3.3,
ryland_K_ARI,Chad Ryland,K,ARI,,825,825,828,,0.5,0.3,,,,,0.2,,,0.0,,,,,2.1,,,,,,0.4
sadiq_TE_NYJ,Kenyon Sadiq,TE,NYJ,,827,827,830,,,,,,0.0,0.0,,,,,,,,,,0.1,,3.5,0.2,35.2,
saints_DST_NO,Saints,DST,NO,,828,828,831,,,,1.0,,,,,,0.2,,,0.0,3.7,0.5,,0.5,18.5,,,,
sample_TE_CIN,Drew Sample,TE,CIN,,829,829,832,,,,,,,,,,,,,,,,,0.0,,0.7,0.0,5.7,
sanders_K_NYJ,Jason Sanders,K,NYJ,,835,835,837,,0.7,0.4,,,,,0.2,,,0.0,,,,,2.2,,,,,,0.6
sanders_QB_CLE,Shedeur Sanders,QB,CLE,,836,836,838,0.1,,,,8.5,1.0,0.0,,0.0,,,,,,,,0.0,,,,,
